Title,URL
Collins Consulting International Limited,/jobs?q=Collins%20Consulting%20International%20Limited
C,/jobs?q=Collins%20Consulting%20International%20Limited
Global Procurement and Compliance Associate,https://www.brightermonday.co.ke/listings/global-procurement-and-compliance-associate-vwm6mj
One Acre Fund,/jobs?q=One%20Acre%20Fund
,/jobs?q=One%20Acre%20Fund
Sales Executive,https://www.brightermonday.co.ke/listings/sales-executive-zp292q
Payable Accountant,https://www.brightermonday.co.ke/listings/payable-accountant-vwmjrw
Summit Recruitment & Search,/company/summit-recruitment-search
,/company/summit-recruitment-search
General Ledger Accountant,https://www.brightermonday.co.ke/listings/general-ledger-accountant-7wv6q5
Summit Recruitment & Search,/company/summit-recruitment-search
,/company/summit-recruitment-search
HEAD OF LEGAL DEPARTMENT (KENYAN CITIZEN),https://www.brightermonday.co.ke/listings/head-of-legal-department-kenyan-citizen-gw5679
MSVL Group,/jobs?q=MSVL%20Group
,/jobs?q=MSVL%20Group
SALES MANAGER,https://www.brightermonday.co.ke/listings/sales-manager-np5qke
Mhasibu Housing Company Limited,/jobs?q=Mhasibu%20Housing%20Company%20Limited
M,/jobs?q=Mhasibu%20Housing%20Company%20Limited
Graphic Designer/Prepress Elite,https://www.brightermonday.co.ke/listings/graphic-designerprepress-elite-9j0v2v
Elite Offset Ltd,/jobs?q=Elite%20Offset%20Ltd
,/jobs?q=Elite%20Offset%20Ltd
Executive Director,https://www.brightermonday.co.ke/listings/executive-director-gw56k9
Corporate Staffing Services Ltd,/company/corporate-staffing
C,/company/corporate-staffing
TERMS OF REFERENCE FOR ENDLINE EVALUATION,https://www.brightermonday.co.ke/listings/terms-of-reference-for-endline-evaluation-r82xk2
Hand in Hand Eastern Africa (HiH EA),/jobs?q=Hand%20in%20Hand%20Eastern%20Africa%20%28HiH%20EA%29
H,/jobs?q=Hand%20in%20Hand%20Eastern%20Africa%20%28HiH%20EA%29
Tourism & Travel Internship Position,https://www.brightermonday.co.ke/listings/tourism-travel-internship-position-k8mzv8
Digi-Plus Executive Cyber,/jobs?q=Digi-Plus%20Executive%20Cyber
D,/jobs?q=Digi-Plus%20Executive%20Cyber
BRANCH MANAGER,https://www.brightermonday.co.ke/listings/branch-manager-wpm684
BrighterMonday Consulting,/company/brightermonday-consulting
,/company/brightermonday-consulting
Graduate Trainee Program 2024,https://www.brightermonday.co.ke/listings/graduate-trainee-program-2024-np5q09
JM ASSOCIATES LIMITED LIABILITY PARTNERSHIP,/jobs?q=JM%20ASSOCIATES%20LIMITED%20LIABILITY%20PARTNERSHIP
J,/jobs?q=JM%20ASSOCIATES%20LIMITED%20LIABILITY%20PARTNERSHIP
Construction Foreman,https://www.brightermonday.co.ke/listings/construction-foreman-4njg0p
Hydrobox Kenya Limited,/jobs?q=Hydrobox%20Kenya%20Limited
,/jobs?q=Hydrobox%20Kenya%20Limited
CCTV Controller,https://www.brightermonday.co.ke/listings/cctv-controller-np5q79
PRESS/PROCESS OPERATOR - Nakuru Feeds Plant,https://www.brightermonday.co.ke/listings/pressprocess-operator-nakuru-feeds-plant-gw56mq
Unga Holdings Limited,/company/unga-holdings-limited
,/company/unga-holdings-limited
Accounts Payable - Kitale,https://www.brightermonday.co.ke/listings/accounts-payable-kitale-k8mz85
BrighterMonday Consulting,/company/brightermonday-consulting
,/company/brightermonday-consulting
Accounts Receivable - Kitale,https://www.brightermonday.co.ke/listings/accounts-receivable-kitale-gw56wq
BrighterMonday Consulting,/company/brightermonday-consulting
,/company/brightermonday-consulting
FORKLIFT MECHANIC,https://www.brightermonday.co.ke/listings/forklift-mechanic-mgmwgm
East African Cables Plc,/jobs?q=East%20African%20Cables%20Plc
,/jobs?q=East%20African%20Cables%20Plc
Investor Relations Specialist,https://www.brightermonday.co.ke/listings/investor-relations-specialist-xpd724
PayCompliance,/jobs?q=PayCompliance
,/jobs?q=PayCompliance
Construction Supervisor,https://www.brightermonday.co.ke/listings/construction-supervisor-07p4wx
Homes Universal LTD,/jobs?q=Homes%20Universal%20LTD
,/jobs?q=Homes%20Universal%20LTD
Waiters / Waitress,https://www.brightermonday.co.ke/listings/waiters-waitress-vwmje5
Cafe Bistro Nairobi,/jobs?q=Cafe%20Bistro%20Nairobi
C,/jobs?q=Cafe%20Bistro%20Nairobi
Impact Division Manager / Chief of Staff,https://www.brightermonday.co.ke/listings/impact-division-manager-chief-of-staff-7wvqnn
One Acre Fund,/jobs?q=One%20Acre%20Fund
,/jobs?q=One%20Acre%20Fund
ASSISTANT SITE AGENT,https://www.brightermonday.co.ke/listings/assistant-site-agent-np5v4x
Kenya Professional Realtors Association - KPRA,/jobs?q=Kenya%20Professional%20Realtors%20Association%20-%20KPRA
,/jobs?q=Kenya%20Professional%20Realtors%20Association%20-%20KPRA
Data Entry & Analyst Clerk/Cashier,https://www.brightermonday.co.ke/listings/data-entry-analyst-clerkcashier-7wvqen
Farm Manager,https://www.brightermonday.co.ke/listings/farm-manager-9j0z76
Corporate Staffing Services Ltd,/company/corporate-staffing
C,/company/corporate-staffing
Quantity Surveyor,https://www.brightermonday.co.ke/listings/quantity-surveyor-vwmr8x
Summit Recruitment & Search,/company/summit-recruitment-search
,/company/summit-recruitment-search
IB MYP Science Teacher,https://www.brightermonday.co.ke/listings/ib-myp-science-teacher-k8mkjm
Dove International Montessori School,/jobs?q=Dove%20International%20Montessori%20School
D,/jobs?q=Dove%20International%20Montessori%20School
Production Supervisor,https://www.brightermonday.co.ke/listings/production-supervisor-pmp9ew
Pedigree Ltd,/jobs?q=Pedigree%20Ltd
P,/jobs?q=Pedigree%20Ltd
Internal Audit Officer - Readvertisement,https://www.brightermonday.co.ke/listings/internal-audit-officer-readvertisement-evd8k9
Umoja Fanisi Limited,/jobs?q=Umoja%20Fanisi%20Limited
U,/jobs?q=Umoja%20Fanisi%20Limited
Administrative Assistant,https://www.brightermonday.co.ke/listings/administrative-assistant-5dwnkp
Kawa Garments Ltd,/jobs?q=Kawa%20Garments%20Ltd
K,/jobs?q=Kawa%20Garments%20Ltd
Factory Manager (Tea Manufacture),https://www.brightermonday.co.ke/listings/factory-manager-tea-manufacture-k8mkzm
Content Creator & Sales Nutritionist - Syokimau,https://www.brightermonday.co.ke/listings/content-creator-sales-nutritionist-syokimau-4nj9q5
Dintez Solutions,/jobs?q=Dintez%20Solutions
,/jobs?q=Dintez%20Solutions
Digital Marketing Executive,https://www.brightermonday.co.ke/listings/digital-marketing-executive-d7rq4m
Optimise Outsourcing Limited,/jobs?q=Optimise%20Outsourcing%20Limited
O,/jobs?q=Optimise%20Outsourcing%20Limited
Social Media Executive,https://www.brightermonday.co.ke/listings/social-media-executive-20zv52
Optimise Outsourcing Limited,/jobs?q=Optimise%20Outsourcing%20Limited
O,/jobs?q=Optimise%20Outsourcing%20Limited
Risk Advisor,https://www.brightermonday.co.ke/listings/risk-advisor-8408gr
First Idea Consulting Limited,/jobs?q=First%20Idea%20Consulting%20Limited
,/jobs?q=First%20Idea%20Consulting%20Limited
Sales Executive,https://www.brightermonday.co.ke/listings/sales-executive-zp2kx8
The Green Camel Investments Limited,/jobs?q=The%20Green%20Camel%20Investments%20Limited
T,/jobs?q=The%20Green%20Camel%20Investments%20Limited
Request for expression of Interest (REOI) - Ref No: HiH EA/REOI/CON/2023-02,https://www.brightermonday.co.ke/listings/request-for-expression-of-interest-reoi-np5vjz
Hand in Hand Eastern Africa (HiH EA),/jobs?q=Hand%20in%20Hand%20Eastern%20Africa%20%28HiH%20EA%29
,/jobs?q=Hand%20in%20Hand%20Eastern%20Africa%20%28HiH%20EA%29
"TVET Engagement Manager,",https://www.brightermonday.co.ke/listings/tvet-engagement-manager-jqmg5v
Corporate Staffing Services Ltd,/company/corporate-staffing
C,/company/corporate-staffing
"Finance and Administration Manager,",https://www.brightermonday.co.ke/listings/finance-and-administration-manager-gw5r4n
Corporate Staffing Services Ltd,/company/corporate-staffing
,/company/corporate-staffing
"HR Officer,",https://www.brightermonday.co.ke/listings/hr-officer-r82w6x
Corporate Staffing Services Ltd,/company/corporate-staffing
,/company/corporate-staffing
Sales Team Leader,https://www.brightermonday.co.ke/listings/sales-team-leader-4nj9r9
AutoXpress Ltd,/company/autoxpress-ltd
,/company/autoxpress-ltd
Digital Media Planning Account Manager,https://www.brightermonday.co.ke/listings/digital-media-planning-account-manager-8408kr
MSVL Group,/jobs?q=MSVL%20Group
,/jobs?q=MSVL%20Group
Marketing & Sales Excecutives,https://www.brightermonday.co.ke/listings/marketing-sales-excecutives-q2qnwk
Human Resource Manager - (Private School),https://www.brightermonday.co.ke/listings/human-resource-manager-private-school-np5v0z
PEB Limited,/jobs?q=PEB%20Limited
P,/jobs?q=PEB%20Limited
ELEMENTARY AND MIDDLE SCHOOL TEACHER,https://www.brightermonday.co.ke/listings/elementary-and-middle-school-teacher-9j0z0p
Palm Tree Education Innovation Limited,/jobs?q=Palm%20Tree%20Education%20Innovation%20Limited
P,/jobs?q=Palm%20Tree%20Education%20Innovation%20Limited
MONTESSORI/ELEMENTARY TEACHER,https://www.brightermonday.co.ke/listings/montessorielementary-teacher-7wvqvz
Palm Tree Education Innovation Limited,/jobs?q=Palm%20Tree%20Education%20Innovation%20Limited
P,/jobs?q=Palm%20Tree%20Education%20Innovation%20Limited
Accountant,https://www.brightermonday.co.ke/listings/finance-director-q2qxpv
BrighterMonday Consulting,/company/brightermonday-consulting
,/company/brightermonday-consulting
Sales Representative,https://www.brightermonday.co.ke/listings/sales-representative-zp2wgd
Freshmax Co Ltd,/jobs?q=Freshmax%20Co%20Ltd
F,/jobs?q=Freshmax%20Co%20Ltd
Business Development Executive,https://www.brightermonday.co.ke/listings/business-development-executive-5dwq76
Eastern Software Systems Africa Ltd,/jobs?q=Eastern%20Software%20Systems%20Africa%20Ltd
E,/jobs?q=Eastern%20Software%20Systems%20Africa%20Ltd
Student Advisor Telesales,https://www.brightermonday.co.ke/listings/student-advisor-telesales-07pvq8
Unicaf,/jobs?q=Unicaf
,/jobs?q=Unicaf
Executive Chief,https://www.brightermonday.co.ke/listings/executive-chief-5dwqe6
Rockhill Advisors Limited,/jobs?q=Rockhill%20Advisors%20Limited
R,/jobs?q=Rockhill%20Advisors%20Limited
Personal Brand Manager,https://www.brightermonday.co.ke/listings/personal-brand-manager-9j0xx7
PayCompliance,/jobs?q=PayCompliance
,/jobs?q=PayCompliance
Content Marketer/Journalist,https://www.brightermonday.co.ke/listings/content-editorjournalist-k8mnx8
BuyRentKenya,/jobs?q=BuyRentKenya
,/jobs?q=BuyRentKenya
HR Account Manager: Outsourcing-Maternity Reliever,https://www.brightermonday.co.ke/listings/hr-account-manager-outsourcing-maternity-reliever-07pv86
The African Talent Company,/jobs?q=The%20African%20Talent%20Company
,/jobs?q=The%20African%20Talent%20Company
Junior Executive Assistant & Front Office Desk Support,https://www.brightermonday.co.ke/listings/junior-executive-assistant-front-office-desk-support-q2qx9j
Summit Recruitment & Search,/company/summit-recruitment-search
,/company/summit-recruitment-search
Regional Security Manager,https://www.brightermonday.co.ke/listings/regional-security-manager-07pvn6
Lady Askari,/jobs?q=Lady%20Askari
L,/jobs?q=Lady%20Askari
Business Development Manager – Fintech,https://www.brightermonday.co.ke/listings/business-development-manager-fintech-6d78n4
BrighterMonday Consulting,/company/brightermonday-consulting
,/company/brightermonday-consulting
Sales and Marketing Manager,https://www.brightermonday.co.ke/listings/sales-and-marketing-manager-20z978
Vitol Agencies Limited,/jobs?q=Vitol%20Agencies%20Limited
V,/jobs?q=Vitol%20Agencies%20Limited
Regional sales representatives.,https://www.brightermonday.co.ke/listings/regional-sales-representatives-pmpr00
Vitol Agencies Limited,/jobs?q=Vitol%20Agencies%20Limited
V,/jobs?q=Vitol%20Agencies%20Limited
Collection Officer,https://www.brightermonday.co.ke/listings/collection-officer-k8mnp8
Total Security Surveillance (TSS),/jobs?q=Total%20Security%20Surveillance%20%28TSS%29
T,/jobs?q=Total%20Security%20Surveillance%20%28TSS%29
Finance Manager,https://www.brightermonday.co.ke/listings/finance-manager-q2qxzj
Shoppers Sacco Society Ltd,/company/shoppers-sacco-society-ltd-1653672ad7d2a0
S,/company/shoppers-sacco-society-ltd-1653672ad7d2a0
ACCOUNTING OFFICER III,https://www.brightermonday.co.ke/listings/accounting-officer-iii-wpm0r4
AutoXpress Ltd,/company/autoxpress-ltd
A,/company/autoxpress-ltd
Restaurant Sales Executive / Manager (Only Hotel and Restaurant Sales Experienced Candidate Apply).,https://www.brightermonday.co.ke/listings/restaurant-sales-executive-manager-only-hotel-and-restaurant-sales-experienced-candidate-apply-wpm0zg
Hospitality Services Investment Limited,/jobs?q=Hospitality%20Services%20Investment%20Limited
,/jobs?q=Hospitality%20Services%20Investment%20Limited
Two Factory supervisors/Quality control inspector,https://www.brightermonday.co.ke/listings/two-factory-supervisorsquality-control-inspector-9j0x8j
STEJES AGENCIES LTD,/jobs?q=STEJES%20AGENCIES%20LTD
S,/jobs?q=STEJES%20AGENCIES%20LTD
Waiter / Waitress for Indian Restaurant in Nairobi,https://www.brightermonday.co.ke/listings/waiter-waitress-for-indian-restaurant-in-nairobi-pmprd4
Hospitality Services Investment Limited,/jobs?q=Hospitality%20Services%20Investment%20Limited
,/jobs?q=Hospitality%20Services%20Investment%20Limited
Accountant cum Cost Controller for Restaurant,https://www.brightermonday.co.ke/listings/accountant-cum-cost-controller-for-restaurant-840rv9
Hospitality Services Investment Limited,/jobs?q=Hospitality%20Services%20Investment%20Limited
,/jobs?q=Hospitality%20Services%20Investment%20Limited
Restaurant Manager for a Renown Indian Cuisine Restaurant in Nairobi.,https://www.brightermonday.co.ke/listings/indian-restaurant-manager-vwmv4p
Hospitality Services Investment Limited,/jobs?q=Hospitality%20Services%20Investment%20Limited
,/jobs?q=Hospitality%20Services%20Investment%20Limited
HOUSEKEEPING SUPERVISOR – DUBAI.,https://www.brightermonday.co.ke/listings/housekeeping-supervisor-dubai-mgmk8m
Career Options Africa (Kenya),/jobs?q=Career%20Options%20Africa%20%28Kenya%29
,/jobs?q=Career%20Options%20Africa%20%28Kenya%29
Senior Finance Manager,https://www.brightermonday.co.ke/listings/senior-finance-manager-wpm9d6
South Lake Medical Centre,/jobs?q=South%20Lake%20Medical%20Centre
,/jobs?q=South%20Lake%20Medical%20Centre
SENIOR SCHOOL / HIGH SCHOOL TEACHERS,https://www.brightermonday.co.ke/listings/senior-school-high-school-teachers-6d72gz
Juja Preparatory School,/jobs?q=Juja%20Preparatory%20School
,/jobs?q=Juja%20Preparatory%20School
Sales and Marketing Representative,https://www.brightermonday.co.ke/listings/sales-and-marketing-representative-evdm6x
CBMI (Kenya) Construction Company Limited,/jobs?q=CBMI%20%28Kenya%29%20Construction%20Company%20Limited
,/jobs?q=CBMI%20%28Kenya%29%20Construction%20Company%20Limited
CHIEF FINANCIAL OFFICER,https://www.brightermonday.co.ke/listings/chief-financial-officer-20z24k
Premier Hospital,/jobs?q=Premier%20Hospital
P,/jobs?q=Premier%20Hospital
Medical Secretary Personnel,https://www.brightermonday.co.ke/listings/medical-secretary-personnel-gw5kvq
SALES EXECUTIVE (KENYAN CITIZEN),https://www.brightermonday.co.ke/listings/sales-executive-kenyan-citizen-k8mdzv
MSVL Group,/jobs?q=MSVL%20Group
,/jobs?q=MSVL%20Group
CORPORATE CUSTOMER SALES ASSISTANT,https://www.brightermonday.co.ke/listings/corporate-customer-sales-assistant-gw5k60
AutoXpress Ltd,/company/autoxpress-ltd
,/company/autoxpress-ltd
Sales Consultant,https://www.brightermonday.co.ke/listings/sales-consultant-jqmd9d
Urisya Limited,/jobs?q=Urisya%20Limited
U,/jobs?q=Urisya%20Limited
Broadcast Journalist,https://www.brightermonday.co.ke/listings/broadcast-journalist-q2qkkz
Sales Trainer,https://www.brightermonday.co.ke/listings/sales-trainer-6d724v
Restaurant Manager,https://www.brightermonday.co.ke/listings/restaurant-manager-5dw28p
Rockhill Advisors Limited,/jobs?q=Rockhill%20Advisors%20Limited
R,/jobs?q=Rockhill%20Advisors%20Limited
Creative Designer,https://www.brightermonday.co.ke/listings/creative-designer-d7rzj7
Bonnvie International Ltd,/jobs?q=Bonnvie%20International%20Ltd
B,/jobs?q=Bonnvie%20International%20Ltd
Field Sales Representative,https://www.brightermonday.co.ke/listings/field-sales-representative-20z2nq
Lucky Interiors Limited,/jobs?q=Lucky%20Interiors%20Limited
L,/jobs?q=Lucky%20Interiors%20Limited
Chinese Speaking Guide and Tour Leader,https://www.brightermonday.co.ke/listings/chinese-speaking-guide-and-tour-leader-pmp57w
Designer Tours and Travel,/jobs?q=Designer%20Tours%20and%20Travel
,/jobs?q=Designer%20Tours%20and%20Travel
Operations Manager,https://www.brightermonday.co.ke/listings/operations-manager-zp2qp9
Pada Security & Alarm Systems (Pada Private Investigators Limited),/jobs?q=Pada%20Security%20%26%20Alarm%20Systems%20%28Pada%20Private%20Investigators%20Limited%29
P,/jobs?q=Pada%20Security%20%26%20Alarm%20Systems%20%28Pada%20Private%20Investigators%20Limited%29
Company Financial Bookkeeper / Accounts,https://www.brightermonday.co.ke/listings/company-financial-bookkeeper-accounts-20z202
BPOSeats.com,/jobs?q=BPOSeats.com
B,/jobs?q=BPOSeats.com
Human Resource Manager - (Private School),https://www.brightermonday.co.ke/listings/human-resource-manager-private-school-np5kpg
BrighterMonday Kenya Indirect Jobs,/jobs?q=BrighterMonday%20Kenya%20Indirect%20Jobs
B,/jobs?q=BrighterMonday%20Kenya%20Indirect%20Jobs
Payment Operation Analyst,https://www.brightermonday.co.ke/listings/payment-operation-analyst-9j02j0
DT&T Corporation Limited,/jobs?q=DT%26T%20Corporation%20Limited
D,/jobs?q=DT%26T%20Corporation%20Limited
Sales and Marketing Executive,https://www.brightermonday.co.ke/listings/sales-and-marketing-executive-vwm0ek
JAJABA Security Limited,/jobs?q=JAJABA%20Security%20Limited
J,/jobs?q=JAJABA%20Security%20Limited
Health and Education Program Officer,https://www.brightermonday.co.ke/listings/health-and-education-program-officer-d7rzkw
Mennonite Central Committee,/jobs?q=Mennonite%20Central%20Committee
,/jobs?q=Mennonite%20Central%20Committee
RADIOLOGY SPECIALIST – KUWAIT.,https://www.brightermonday.co.ke/listings/radiology-specialist-kuwait-pmp5wp
Career Options Africa (Kenya),/jobs?q=Career%20Options%20Africa%20%28Kenya%29
,/jobs?q=Career%20Options%20Africa%20%28Kenya%29
Sales Representative,https://www.brightermonday.co.ke/listings/sales-representative-7wvrkz
PUKKA PRODUCTS LIMITED,/jobs?q=PUKKA%20PRODUCTS%20LIMITED
P,/jobs?q=PUKKA%20PRODUCTS%20LIMITED
Sales Development Manager,https://www.brightermonday.co.ke/listings/sales-development-manager-d7rjqr
Optimise Outsourcing Limited,/jobs?q=Optimise%20Outsourcing%20Limited
O,/jobs?q=Optimise%20Outsourcing%20Limited
Sales & Marketing Associate,https://www.brightermonday.co.ke/listings/the-sales-marketing-and-networking-leadsupervisor-np5n8w
BrighterMonday Consulting,/company/brightermonday-consulting
B,/company/brightermonday-consulting
SOCIAL MEDIA AND DIGITAL MARKETING SPECIALIST,https://www.brightermonday.co.ke/listings/social-media-and-digital-marketing-specialist-vwm50g
Tour Consultant,https://www.brightermonday.co.ke/listings/tour-consultant-zp25qd
Designer Tours and Travel,/jobs?q=Designer%20Tours%20and%20Travel
,/jobs?q=Designer%20Tours%20and%20Travel
FIELD SALES EXECUTIVE,https://www.brightermonday.co.ke/listings/field-sales-executive-evdjm5
Ithira By Design,/jobs?q=Ithira%20By%20Design
,/jobs?q=Ithira%20By%20Design
Export Manager – Food Manufacturing,https://www.brightermonday.co.ke/listings/export-manager-food-manufacturing-jqm778
BrighterMonday Consulting,/company/brightermonday-consulting
,/company/brightermonday-consulting
Sous Chef,https://www.brightermonday.co.ke/listings/sous-chef-k8mvvj
Msambweni Beach House,/jobs?q=Msambweni%20Beach%20House
M,/jobs?q=Msambweni%20Beach%20House
Sales Team Leader.,https://www.brightermonday.co.ke/listings/sales-team-leader-pmpq7j
BrighterMonday Consulting,/company/brightermonday-consulting
,/company/brightermonday-consulting
"Architecture Engineers, Foremen and normal casual labourers",https://www.brightermonday.co.ke/listings/architecture-engineers-foremen-and-normal-casual-labourers-k8mvqp
BOMI E&C (Bomi Engineering and Construction),/jobs?q=BOMI%20E%26C%20%28Bomi%20Engineering%20and%20Construction%29
B,/jobs?q=BOMI%20E%26C%20%28Bomi%20Engineering%20and%20Construction%29
Sales & Marketing Intern,https://www.brightermonday.co.ke/listings/sales-marketing-intern-wpm5jd
Sterling Credit Limited,/jobs?q=Sterling%20Credit%20Limited
,/jobs?q=Sterling%20Credit%20Limited
Sales Intern,https://www.brightermonday.co.ke/listings/sales-intern-np5n2m
Sterling Credit Limited,/jobs?q=Sterling%20Credit%20Limited
,/jobs?q=Sterling%20Credit%20Limited
Medical Receptionist with NHIF Billing Experience,https://www.brightermonday.co.ke/listings/medical-receptionist-with-nhif-billing-experience-07p05j
ADVANCED CARE DIAGNOSTIC &RENAL; DIALYSIS,/jobs?q=ADVANCED%20CARE%20DIAGNOSTIC%20%26RENAL%3B%20DIALYSIS
A,/jobs?q=ADVANCED%20CARE%20DIAGNOSTIC%20%26RENAL%3B%20DIALYSIS
Sales & Reservations Assistant,https://www.brightermonday.co.ke/listings/sales-reservations-assistant-5dw8v5
Kicheche Camp Ltd,/jobs?q=Kicheche%20Camp%20Ltd
,/jobs?q=Kicheche%20Camp%20Ltd
Digital Marketing Manager,https://www.brightermonday.co.ke/listings/digital-marketing-manager-7wvr0q
Tayo Consulting Group,/jobs?q=Tayo%20Consulting%20Group
T,/jobs?q=Tayo%20Consulting%20Group
ENTREPRISE DEVELOPMENT OFFICER,https://www.brightermonday.co.ke/listings/entreprise-development-officer-np5n0m
LOUNGE SUPERVISOR,https://www.brightermonday.co.ke/listings/lounge-supervisor-mgm90q
Bosphorus Company Limited,/jobs?q=Bosphorus%20Company%20Limited
B,/jobs?q=Bosphorus%20Company%20Limited
Debt Collector/ Private Investigator,https://www.brightermonday.co.ke/listings/debt-collector-private-investigator-7wvrj5
Restaurant Manager,https://www.brightermonday.co.ke/listings/restaurant-manager-xpdepn
BrighterMonday Consulting,/company/brightermonday-consulting
,/company/brightermonday-consulting
Programme & Key Account Manager,https://www.brightermonday.co.ke/listings/programme-key-account-manager-r82484
BrighterMonday Consulting,/company/brightermonday-consulting
,/company/brightermonday-consulting
Content & Social Media Marketer,https://www.brightermonday.co.ke/listings/content-social-media-marketer-4njqnm
BuyRentKenya,/jobs?q=BuyRentKenya
,/jobs?q=BuyRentKenya
Accounts Assistant,https://www.brightermonday.co.ke/listings/accounts-assistant-9j06j5
Pinnacle Systems,/jobs?q=Pinnacle%20Systems
P,/jobs?q=Pinnacle%20Systems
CLEANING SUPERVISOR – DUBAI,https://www.brightermonday.co.ke/listings/cleaning-supervisor-dubai-xpde2j
Career Options Africa (Kenya),/jobs?q=Career%20Options%20Africa%20%28Kenya%29
,/jobs?q=Career%20Options%20Africa%20%28Kenya%29
Sales Mavericks,https://www.brightermonday.co.ke/listings/sales-mavericks-4njm9z
Fleetsimplify Enterprise Limited,/jobs?q=Fleetsimplify%20Enterprise%20Limited
F,/jobs?q=Fleetsimplify%20Enterprise%20Limited
Sales Support,https://www.brightermonday.co.ke/listings/httpsbitly45oi9hq-5dw5qr
Summit Recruitment & Search,/company/summit-recruitment-search
,/company/summit-recruitment-search
Field Sales Executive,https://www.brightermonday.co.ke/listings/field-sales-executive-20zd9k
Nairobi Nakuru Kikuyu Shuttle Limited,/jobs?q=Nairobi%20Nakuru%20Kikuyu%20Shuttle%20Limited
N,/jobs?q=Nairobi%20Nakuru%20Kikuyu%20Shuttle%20Limited
Digital marketing and Design Intern,https://www.brightermonday.co.ke/listings/digital-marketing-and-design-np5znv
Silan Consulting,/jobs?q=Silan%20Consulting
S,/jobs?q=Silan%20Consulting
Supply Chain Capability Specialist,https://www.brightermonday.co.ke/listings/supply-chain-capability-specialist-evd7jx
One Acre Fund,/jobs?q=One%20Acre%20Fund
,/jobs?q=One%20Acre%20Fund
Project Sales Manager,https://www.brightermonday.co.ke/listings/project-sales-manager-k8mqv5
Corporate Staffing Services Ltd,/company/corporate-staffing
C,/company/corporate-staffing
SENIOR RECRUITER,https://www.brightermonday.co.ke/listings/senior-recruiter-840ddp
The African Talent Company,/jobs?q=The%20African%20Talent%20Company
,/jobs?q=The%20African%20Talent%20Company
ASSISTANT HR & ADMINISTRATVE OFFICER,https://www.brightermonday.co.ke/listings/assistant-hr-administratve-officer-r8205j
Kens Metal Industries Ltd,/jobs?q=Kens%20Metal%20Industries%20Ltd
,/jobs?q=Kens%20Metal%20Industries%20Ltd
Operations Manager,https://www.brightermonday.co.ke/listings/operations-manager-q2qvzn
BrighterMonday Consulting,/company/brightermonday-consulting
,/company/brightermonday-consulting
Customer Care and Sales Representative,https://www.brightermonday.co.ke/listings/customer-care-and-sales-representative-q2qv2n
Exotic Online Advertizing Ltd,/jobs?q=Exotic%20Online%20Advertizing%20Ltd
,/jobs?q=Exotic%20Online%20Advertizing%20Ltd
"Business Development, Partnerships, and Communications Manager – Kigali, Rwanda",https://www.brightermonday.co.ke/listings/business-development-partnerships-and-communications-manager-kigali-rwanda-pmp7mw
BrighterMonday Consulting,/company/brightermonday-consulting
,/company/brightermonday-consulting
Pension Executive,https://www.brightermonday.co.ke/listings/pension-executive-jqmwq4
Corporate Staffing Services Ltd,/company/corporate-staffing
C,/company/corporate-staffing
Security Receptionist,https://www.brightermonday.co.ke/listings/security-receptionist-6d7mkv
Black Market Records,/jobs?q=Black%20Market%20Records
B,/jobs?q=Black%20Market%20Records
Hospital Chief Accountant,https://www.brightermonday.co.ke/listings/content-creator-sales-nutritionist-zp26dr
Full Stack Web Developer (VueJS/Laravel),https://www.brightermonday.co.ke/listings/full-stack-web-developer-vuejslaravel-evd7q9
Clifford Technologies Ltd,/jobs?q=Clifford%20Technologies%20Ltd
,/jobs?q=Clifford%20Technologies%20Ltd
Parts Sales field representative,https://www.brightermonday.co.ke/listings/parts-sales-field-representative-wpm8mz
BrighterMonday Consulting,/company/brightermonday-consulting
,/company/brightermonday-consulting
Team Leader,https://www.brightermonday.co.ke/listings/team-leader-np5z5g
BrighterMonday Consulting,/company/brightermonday-consulting
,/company/brightermonday-consulting
Digital Parts Advisor,https://www.brightermonday.co.ke/listings/digital-parts-advisor-9j0d00
BrighterMonday Consulting,/company/brightermonday-consulting
,/company/brightermonday-consulting
Truck Driver (based in Germany/EU),https://www.brightermonday.co.ke/listings/truck-driver-based-in-germanyeu-07p5mm
CV Heroes GmbH,/jobs?q=CV%20Heroes%20GmbH
C,/jobs?q=CV%20Heroes%20GmbH
IT/Administration and Digital Marketing Role,https://www.brightermonday.co.ke/listings/itadministration-and-digital-marketing-role-wpmjdz
First Villas Ltd,/jobs?q=First%20Villas%20Ltd
F,/jobs?q=First%20Villas%20Ltd
Sales Representative,https://www.brightermonday.co.ke/listings/sales-representative-np52mz
Urbanacle Business Development,/jobs?q=Urbanacle%20Business%20Development
U,/jobs?q=Urbanacle%20Business%20Development
Junior Secondary Teacher,https://www.brightermonday.co.ke/listings/junior-secondary-teacher-zp2en8
Grain of Rice Academy,/jobs?q=Grain%20of%20Rice%20Academy
,/jobs?q=Grain%20of%20Rice%20Academy
Unit Manager - Land Business,https://www.brightermonday.co.ke/listings/unit-manager-land-business-07p5rd
Safaricom Investment Cooperative,/company/sic
S,/company/sic
Legal Manager & Company Secretary,https://www.brightermonday.co.ke/listings/legal-manager-company-secretary-vwmx8k
Safaricom Investment Cooperative,/company/sic
S,/company/sic
Micro Finance Sales Executive,https://www.brightermonday.co.ke/listings/micro-finance-sales-executive-6d7zpn
Swift Capital Limited,/jobs?q=Swift%20Capital%20Limited
S,/jobs?q=Swift%20Capital%20Limited
